,type,name,code,district,branch_name,date,ward,local_level,Name_Of_Palika_English,X,Y
1587,Commercial Bank (Class A),Nepal Bank Limited,11001380,Kathmandu,Kapan Branch,2021-01-12,10,budhanilkhantha,budhanilkhantha,85.348804,27.755046
1588,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004231,Kathmandu,Daha Chowk Extension Counter,2023-01-11,5,chandragiri,chandragiri,85.242607,27.693198
1589,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004232,Dhanusa,Mithila Bihari Branch,2023-01-11,7,mithila bihari,mithila bihari,85.9906619,26.7840896
1590,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004233,Sunsari,Koshi Branch,2023-01-11,1,koshi,koshi,87.06407,26.5983
1591,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004234,Sunsari,Baraha Kshetra Branch,2023-01-11,6,barahachhetra,barahachhetra,87.13501,26.748305
1592,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004235,Gulmi,Ruru Branch,2023-01-11,4,rurukshetra,rurukshetra,83.38727,27.99272
1593,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004236,Arghakhanchi,Malarani Branch,2023-01-11,3,malarani,malarani,83.123001,28.05875
1594,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004237,Morang,Ratuwamai Extension Counter,2023-01-11,7,ratuwamai,ratuwamai,87.63694,26.4925
1595,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004238,Morang,Dhanpalthan Branch,2023-01-11,4,dhanapalthan,dhanapalthan,87.414634,26.469471
1596,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004239,Salyan,Kapurkot Extension Counter,2023-01-11,3,kapurkot,kapurkot,82.350231,28.2314477
1597,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004240,Darchula,Shailya Shikhar Branch,2023-01-11,9,shailyashikhar,shailyashikhar,80.546492,29.672175
1598,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004241,Jhapa,Shiva Satashi Branch,2023-01-11,7,shivasatakshi,shivasatakshi,87.83333,26.6
1599,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004242,Palpa,Mathagadi Branch,2023-01-11,4,mathagadhi,mathagadhi,83.6629795,27.7913701
1600,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004243,Rupandehi,Rupandehi  Extension Counter,2023-01-11,7,siddharthanagar,siddharthanagar,83.36678,27.61456
1601,Commercial Bank (Class A),Himalayan Bank Limited,11006204,Kaski,Lamachaur Branch,2023-02-24,16,pokhara,pokhara,83.986254,28.2181
1602,Commercial Bank (Class A),Himalayan Bank Limited,11006205,Sunsari,Dharan Branch,2023-02-24,9,dharan,dharan,87.2828314,26.8166476
1603,Commercial Bank (Class A),Himalayan Bank Limited,11006206,Morang,Biratnagar,2023-02-24,7,biratnagar,biratnagar,87.2823671,26.4653491
1604,Commercial Bank (Class A),Himalayan Bank Limited,11006207,Parsa,Birgunj,2023-02-24,6,birgunj,birgunj,84.87029,27.01207
1605,Commercial Bank (Class A),Himalayan Bank Limited,11006208,Kathmandu,New Baneshwor,2023-02-24,10,kathmandu,kathmandu,85.312068,27.698732
1606,Commercial Bank (Class A),Himalayan Bank Limited,11006209,Kaski,Shivachowk Branch,2023-02-24,10,pokhara,pokhara,83.986254,28.2181
1607,Commercial Bank (Class A),Himalayan Bank Limited,11006210,Rupandehi,Bhairahawa,2023-02-24,6,siddharthanagar,siddharthanagar,83.36678,27.61456
1608,Commercial Bank (Class A),Himalayan Bank Limited,11006211,Surkhet,Surkhet Branch,2023-02-24,9,birendranagar,birendranagar,81.6208,28.59019
1609,Commercial Bank (Class A),Himalayan Bank Limited,11006212,Kailali,Dhangadi,2023-02-24,4,dhangadhi,dhangadhi,80.58458,28.707
1610,Commercial Bank (Class A),Himalayan Bank Limited,11006213,Kathmandu,Sankhu Branch,2023-02-24,6,shankharapur,shankharapur,85.466243,27.728719
1611,Commercial Bank (Class A),Himalayan Bank Limited,11006214,Lalitpur,Yatayat Extension Counter,2023-02-24,13,lalitpur,lalitpur,85.31678,27.67655
1612,Commercial Bank (Class A),Himalayan Bank Limited,11006215,Kathmandu,Banijya Bibbag Extension Counter,2023-02-24,11,kathmandu,kathmandu,85.312068,27.698732
1613,Commercial Bank (Class A),Himalayan Bank Limited,11006216,Chitawan,Khairahani Extension Counter,2023-02-24,8,khairahani,khairahani,84.562715,27.605812
1614,Commercial Bank (Class A),Everest Bank Limited,11009065,Kailali,ATTARIYA BRANCH,2017-07-20,2,godawari,godawari,85.326869,27.604159
1615,Commercial Bank (Class A),Everest Bank Limited,11009065,Kailali,ATTARIYA BRANCH,2017-07-20,2,godawari,godawari,80.55223,28.804124
1616,Commercial Bank (Class A),Everest Bank Limited,11009066,Mahottari,PIPRA BRANCH,2017-12-22,4,pipara,pipara,85.85097,26.68176
1617,Commercial Bank (Class A),Everest Bank Limited,11009067,Syangja,BIRUWA BRANCH    ,2017-12-22,1,biruwa,biruwa,83.89907,28.019198
1618,Commercial Bank (Class A),Everest Bank Limited,11009068,Nuwakot,DUPCHESHWOR BRANCH,2017-12-22,6,dupcheshwor,dupcheshwor,85.381805,27.92161
1619,Commercial Bank (Class A),Everest Bank Limited,11009069,Bardiya,BANSGADHI BRANCH,2017-12-22,5,bansgadhi,bansgadhi,81.517583,28.24244
1620,Commercial Bank (Class A),Everest Bank Limited,11009070,Doti,SHIKHAR BRANCH        ,2017-12-22,8,shikhar,shikhar,80.864678,29.277956
1621,Commercial Bank (Class A),Everest Bank Limited,11009071,Chitawan,PARSA BRANCH,2013-05-06,8,khairahani,khairahani,84.562715,27.605812
1622,Commercial Bank (Class A),Everest Bank Limited,11009072,Saptari,KANCHANPUR BRANCH,2016-12-26,8,kanchanrup,kanchanrup,86.90901,26.64183
1623,Commercial Bank (Class A),Everest Bank Limited,11009073,Kanchanpur,JHALARI BRANCH,2017-12-11,10,shuklaphanta,shuklaphanta,80.347558,28.910387
1624,Commercial Bank (Class A),Everest Bank Limited,11009074,Ilam,FIKKAL BRANCH,2017-12-19,10,suryodaya,suryodaya,88.06562,26.8958
1625,Commercial Bank (Class A),Everest Bank Limited,11009075,Morang,BIRATCHOWK BRANCH,2017-12-19,9,sundarharaicha,sundarharaicha,87.3464195,26.6600984
1626,Commercial Bank (Class A),Everest Bank Limited,11009076,Kailali,LAMKI BRANCH,2017-12-19,1,lamki chuha,lamki chuha,81.128638,28.636131
1627,Commercial Bank (Class A),Nepal SBI Bank Limited,11007063,Mahottari,BARDIBAS,2013-07-14,1,bardibas,bardibas,85.88814,26.9863
1628,Commercial Bank (Class A),Nepal SBI Bank Limited,11007064,Rautahat,CHANDRANIGAHAPUR,2013-07-14,1,chandrapur,chandrapur,85.3533434,27.1126186
1629,Commercial Bank (Class A),Nepal SBI Bank Limited,11007065,Kathmandu,Province 3,2013-08-08,29,kathmandu,kathmandu,85.312068,27.698732
1630,Commercial Bank (Class A),Nepal SBI Bank Limited,11007066,Kaski,Manipal Extension Counter,2015-08-03,11,pokhara,pokhara,83.986254,28.2181
1631,Commercial Bank (Class A),Nepal SBI Bank Limited,11007067,Kavrepalanchok,Banepa,2016-02-24,10,banepa,banepa,85.52038,27.62995
1632,Commercial Bank (Class A),Nepal SBI Bank Limited,11007068,Kaski,Birauta,2016-02-24,17,pokhara,pokhara,83.986254,28.2181
1633,Commercial Bank (Class A),Nepal SBI Bank Limited,11007069,Banke,Kohalpur,2016-02-24,11,kohalpur,kohalpur,81.689699,28.20033
1634,Commercial Bank (Class A),Nepal SBI Bank Limited,11007070,Chitawan,Hakimchowk,2016-05-24,10,bharatpur,bharatpur,84.428535,27.689185
1635,Commercial Bank (Class A),Nepal SBI Bank Limited,11007071,Nawalparasi East,Kawasoti,2016-05-15,3,kawasoti,kawasoti,84.126295,27.645785
1636,Commercial Bank (Class A),Nepal SBI Bank Limited,11007072,Rupandehi,Manigram,2016-05-15,6,tilottama,tilottama,83.4682608,27.6284907
1637,Commercial Bank (Class A),Nepal SBI Bank Limited,11007073,Nuwakot,Battar,2017-08-25,2,bidur,bidur,85.14125,27.91147
1638,Commercial Bank (Class A),Nepal SBI Bank Limited,11007074,Kapilbastu,Chandrauta ,2017-08-25,5,shivaraj,shivaraj,82.867259,27.64835
1639,Commercial Bank (Class A),Nepal SBI Bank Limited,11007075,Morang,Madhumalla,2017-08-25,9,miklajung,miklajung,87.69007,26.932758
1640,Commercial Bank (Class A),Nepal SBI Bank Limited,11007075,Morang,Madhumalla,2017-08-25,9,miklajung,miklajung,87.6612,26.72851
1641,Commercial Bank (Class A),Machhapuchchhre Bank Limited,11014040,Kathmandu,Naxal,1995-04-17,1,kathmandu,kathmandu,85.312068,27.698732
1642,Commercial Bank (Class A),Machhapuchchhre Bank Limited,11014041,Lalitpur,Kumaripati,2009-02-01,5,lalitpur,lalitpur,85.31678,27.67655
1643,Commercial Bank (Class A),Machhapuchchhre Bank Limited,11014044,Kathmandu,New Baneshwor,2009-08-30,3,kathmandu,kathmandu,85.312068,27.698732
1644,Commercial Bank (Class A),Machhapuchchhre Bank Limited,11014045,Palpa,Palpa,2010-02-11,8,tansen,tansen,83.548699,27.8658
1645,Commercial Bank (Class A),Machhapuchchhre Bank Limited,11014047,Kathmandu,Chabahil,2010-03-12,7,kathmandu,kathmandu,85.312068,27.698732
1646,Commercial Bank (Class A),Machhapuchchhre Bank Limited,11014048,Kathmandu,Gongabu,2010-03-12,29,tokha,tokha,85.32698,27.74533
1647,Commercial Bank (Class A),Machhapuchchhre Bank Limited,11014049,Morang,Biratchowk,2010-11-25,9,sundarharaicha,sundarharaicha,87.3464195,26.6600984
1648,Commercial Bank (Class A),Machhapuchchhre Bank Limited,11014050,Dhankuta,Hile,2010-11-26,1,dhankuta,dhankuta,87.343921,26.980661
1649,Commercial Bank (Class A),Machhapuchchhre Bank Limited,11014051,Nawalparasi West,Parasi,2011-01-17,5,ramgram,ramgram,83.6731,27.53037
1650,Commercial Bank (Class A),Machhapuchchhre Bank Limited,11014053,Saptari,Rajbiraj,2011-08-31,4,rajbiraj,rajbiraj,86.74786,26.54039
1651,Commercial Bank (Class A),Machhapuchchhre Bank Limited,11014054,Salyan,Salyan,2011-09-19,1,sharada,sharada,82.18831,28.39352
1652,Commercial Bank (Class A),Machhapuchchhre Bank Limited,11014055,Siraha,Mirchaiya,2014-02-18,6,mirchaiya,mirchaiya,86.24258,26.82265
1653,Commercial Bank (Class A),Machhapuchchhre Bank Limited,11014056,Dhanusa,Janakpur,2014-03-12,3,janakpurdham,janakpurdham,85.9317945,26.730077
1654,Commercial Bank (Class A),Siddhartha Bank Limited,11017026,Lalitpur,B & B Extension Counter,2008-07-30,17,lalitpur,lalitpur,85.31678,27.67655
1655,Commercial Bank (Class A),Siddhartha Bank Limited,11017027,Lalitpur,Kumaripati,2010-03-12,19,lalitpur,lalitpur,85.31678,27.67655
1656,Commercial Bank (Class A),Siddhartha Bank Limited,11017028,Lalitpur,Satdobato,2010-04-12,15,lalitpur,lalitpur,85.31678,27.67655
1657,Commercial Bank (Class A),Siddhartha Bank Limited,11017029,Kathmandu,Kalanki,2010-03-12,14,kathmandu,kathmandu,85.312068,27.698732
1658,Commercial Bank (Class A),Siddhartha Bank Limited,11017030,Kathmandu,Swayambhu,2010-08-10,15,nagarjun,nagarjun,85.26863,27.717836
1659,Commercial Bank (Class A),Siddhartha Bank Limited,11017031,Dhanusa,Janakpur,2010-04-11,1,janakpurdham,janakpurdham,85.9317945,26.730077
1660,Commercial Bank (Class A),Siddhartha Bank Limited,11017032,Sindhuli,Sindhuli,2010-04-12,6,kamalamai,kamalamai,85.91222,27.21024
1661,Commercial Bank (Class A),Siddhartha Bank Limited,11017033,Jhapa,Chandragadhi,2010-04-12,7,bhadrapur,bhadrapur,88.09537,26.54473
1662,Commercial Bank (Class A),Siddhartha Bank Limited,11017034,Mahottari,Bardibas,2010-04-12,1,bardibas,bardibas,85.88814,26.9863
1663,Commercial Bank (Class A),Siddhartha Bank Limited,11017035,Kathmandu,Boudha,2010-04-12,6,kathmandu,kathmandu,85.312068,27.698732
1664,Commercial Bank (Class A),Siddhartha Bank Limited,11017036,Kathmandu,Saraswotinagar,2010-08-10,6,kathmandu,kathmandu,85.312068,27.698732
1665,Commercial Bank (Class A),Siddhartha Bank Limited,11017037,Makwanpur,Hetauda,2010-09-03,10,hetauda,hetauda,85.038319,27.433546
1666,Commercial Bank (Class A),Laxmi Bank Limited,11016031,Kathmandu,Mahankal,2012-01-22,6,kathmandu,kathmandu,85.312068,27.698732
1667,Commercial Bank (Class A),Laxmi Bank Limited,11016032,Syangja,Walling,2013-07-19,8,walling,walling,83.764095,27.982722
1668,Commercial Bank (Class A),Laxmi Bank Limited,11016033,Banke,Kohalpur,2013-07-19,11,kohalpur,kohalpur,81.689699,28.20033
1669,Commercial Bank (Class A),Laxmi Bank Limited,11016034,Kailali,Dhangadi,2013-09-01,4,dhangadhi,dhangadhi,80.58458,28.707
1670,Commercial Bank (Class A),Laxmi Bank Limited,11016035,Bhaktapur,Bhaktapur,2013-09-01,1,bhaktapur,bhaktapur,85.436882,27.677396
1671,Commercial Bank (Class A),Laxmi Bank Limited,11016036,Kaski,Pokhara Industrial Estate,2007-04-08,10,pokhara,pokhara,83.986254,28.2181
1672,Commercial Bank (Class A),Laxmi Bank Limited,11016037,Chitawan,Parsa,2007-04-08,8,khairahani,khairahani,84.562715,27.605812
1673,Commercial Bank (Class A),Laxmi Bank Limited,11016038,Tanahu,Damauli,2014-05-19,3,byas,byas,84.267222,27.975344
1674,Commercial Bank (Class A),Laxmi Bank Limited,11016038,Tanahu,Damauli,2014-05-19,3,byas,byas,81.063151,29.528845
1675,Commercial Bank (Class A),Laxmi Bank Limited,11016039,Dang,Ghorahi,2014-09-29,15,ghorahi,ghorahi,82.48189,28.03517
1676,Commercial Bank (Class A),Laxmi Bank Limited,11016040,Salyan,Shreenagar,2014-09-29,1,sharada,sharada,82.18831,28.39352
1677,Commercial Bank (Class A),Laxmi Bank Limited,11016041,Mahottari,Bardibas,2014-11-17,1,bardibas,bardibas,85.88814,26.9863
1678,Commercial Bank (Class A),Laxmi Bank Limited,11016042,Bhojpur,Bhojpur,2014-12-05,7,bhojpur,bhojpur,87.04593,27.17043
1679,Commercial Bank (Class A),Laxmi Bank Limited,11016043,Rukum West,Rukum,2015-02-08,1,musikot,musikot,82.46315,28.62332
1680,Commercial Bank (Class A),Laxmi Bank Limited,11016043,Rukum West,Rukum,2015-02-08,1,musikot,musikot,82.46277778,28.6231
1681,Commercial Bank (Class A),NIC ASIA Bank Limited,11012040,Sunsari,Itahari,2008-06-09,1,itahari,itahari,87.27703,26.66351
1682,Commercial Bank (Class A),NIC ASIA Bank Limited,11012041,Ilam,Ilam,2008-06-11,1,ilam,ilam,87.9269554,26.9071523
1683,Commercial Bank (Class A),NIC ASIA Bank Limited,11012042,Kathmandu,Newroad,2008-09-05,22,kathmandu,kathmandu,85.312068,27.698732
1684,Commercial Bank (Class A),NIC ASIA Bank Limited,11012043,Kavrepalanchok,Banepa,2008-09-14,7,banepa,banepa,85.52038,27.62995
1685,Commercial Bank (Class A),NIC ASIA Bank Limited,11012044,Bhaktapur,Bhaktapur,2008-09-14,2,bhaktapur,bhaktapur,85.436882,27.677396
1686,Commercial Bank (Class A),NIC ASIA Bank Limited,11012045,Jhapa,Birtamod,2008-09-30,7,birtamod,birtamod,87.9887249,26.6254248
1687,Commercial Bank (Class A),NIC ASIA Bank Limited,11012046,Kathmandu,Kalanki,2008-09-30,10,kathmandu,kathmandu,85.312068,27.698732
1688,Commercial Bank (Class A),NIC ASIA Bank Limited,11012047,Kathmandu,Chhetrapati,2009-01-19,3,kathmandu,kathmandu,85.312068,27.698732
1689,Commercial Bank (Class A),NIC ASIA Bank Limited,11012049,Kathmandu,Maharajgunj,2009-04-04,6,kathmandu,kathmandu,85.312068,27.698732
1690,Commercial Bank (Class A),NIC ASIA Bank Limited,11012050,Chitawan,Narayangarh,2009-05-06,4,bharatpur,bharatpur,84.428535,27.689185
1691,Commercial Bank (Class A),NIC ASIA Bank Limited,11012051,Rupandehi,Butwal,2009-05-18,6,butwal,butwal,83.464738,27.70825
1692,Commercial Bank (Class A),NIC ASIA Bank Limited,11012052,Kaski,Pokhara,2009-05-25,7,pokhara,pokhara,83.986254,28.2181
1693,Commercial Bank (Class A),NIC ASIA Bank Limited,11012053,Kathmandu,Samakhushi,2009-05-27,29,kathmandu,kathmandu,85.312068,27.698732
1694,Commercial Bank (Class A),Kumari Bank Limited,11015035,Rukum West,Musikot,2014-09-28,1,musikot,musikot,82.46315,28.62332
1695,Commercial Bank (Class A),Kumari Bank Limited,11015035,Rukum West,Musikot,2014-09-28,1,musikot,musikot,82.46277778,28.6231
1696,Commercial Bank (Class A),Kumari Bank Limited,11015037,Kathmandu,Thali,2015-08-06,6,kageshwori manahara,kageshwori manahara,85.414023,27.726629
1697,Commercial Bank (Class A),Kumari Bank Limited,11015038,Kathmandu,Thahity,2007-10-12,3,kathmandu,kathmandu,85.312068,27.698732
1698,Commercial Bank (Class A),Kumari Bank Limited,11015039,Gulmi,Ridi,2008-01-15,6,rurukshetra,rurukshetra,83.38727,27.99272
1699,Commercial Bank (Class A),Kumari Bank Limited,11015040,Myagdi,Beni,2008-02-29,1,beni,beni,83.563551,28.342609
1700,Commercial Bank (Class A),Kumari Bank Limited,11015041,Parbat,Kusma,2008-02-29,4,kushma,kushma,83.678742,28.220288
1701,Commercial Bank (Class A),Kumari Bank Limited,11015042,Solukhumbu,Namche,2008-05-12,5,khumbu pasanglhamu,khumbu pasanglhamu,86.71739,27.696334
1702,Commercial Bank (Class A),Kumari Bank Limited,11015043,Nawalparasi West,PARASI,2008-08-25,3,ramgram,ramgram,83.6731,27.53037
1703,Commercial Bank (Class A),Kumari Bank Limited,11015044,Kathmandu,TOKHA,2008-08-27,3,kathmandu,kathmandu,85.312068,27.698732
1704,Commercial Bank (Class A),Kumari Bank Limited,11015045,Lalitpur,SATDOBATO,2008-08-29,15,lalitpur,lalitpur,85.31678,27.67655
1705,Commercial Bank (Class A),Kumari Bank Limited,11015046,Kathmandu,BOUDDHA,2008-09-30,3,kathmandu,kathmandu,85.312068,27.698732
1706,Commercial Bank (Class A),Kumari Bank Limited,11015048,Tanahu,Dulegauda,2009-07-10,4,shuklagandaki,shuklagandaki,84.074781,28.050786
1707,Commercial Bank (Class A),Nabil Bank Limited,11003351,Lalitpur,Chyasal,2023-07-10,9,lalitpur,lalitpur,85.31678,27.67655
1708,Commercial Bank (Class A),Nabil Bank Limited,11003352,Lalitpur,Jawalakhel,2023-07-10,5,lalitpur,lalitpur,85.31678,27.67655
1709,Commercial Bank (Class A),Nabil Bank Limited,11003353,Kathmandu,Samakhusi,2023-07-10,26,kathmandu,kathmandu,85.312068,27.698732
1710,Commercial Bank (Class A),Nabil Bank Limited,11003354,Kathmandu,Budhanilkantha,2023-07-10,3,budhanilkhantha,budhanilkhantha,85.348804,27.755046
1711,Commercial Bank (Class A),Nabil Bank Limited,11003355,Solukhumbu,Namche Bazaar,2023-07-13,5,khumbu pasanglhamu,khumbu pasanglhamu,86.71739,27.696334
1712,Commercial Bank (Class A),Rastriya Banijya Bank,11002583,Surkhet,6 No.Pradesik Karyalaya Karnali,2019-12-23,8,birendranagar,birendranagar,81.6208,28.59019
1713,Commercial Bank (Class A),Rastriya Banijya Bank,11002584,Kailali,Satti,2020-02-05,7,tikapur,tikapur,81.120012,28.532507
1714,Commercial Bank (Class A),Rastriya Banijya Bank,11002585,Bhaktapur,Sanothimi CTEVT Ext. Counter,2018-12-17,17,madhyapur thimi,madhyapur thimi,85.389758,27.683695
1715,Commercial Bank (Class A),Rastriya Banijya Bank,11002586,Kathmandu,Singhadurbar Parisar Sansad Ext. Counter,2019-07-23,29,kathmandu,kathmandu,85.312068,27.698732
1716,Commercial Bank (Class A),Rastriya Banijya Bank,11002587,Morang,"Dryport Biratnagar, ICP Counter",2020-01-31,14,biratnagar,biratnagar,87.2823671,26.4653491
1717,Commercial Bank (Class A),Rastriya Banijya Bank,11002588,Kavrepalanchok,Dhulikhel Malpot Counter,2020-02-14,5,dhulikhel,dhulikhel,85.556965,27.615401
1718,Commercial Bank (Class A),Rastriya Banijya Bank,11002589,Ramechhap,Thosey,2020-03-22,2,gokulganga,gokulganga,86.218,27.574
1719,Commercial Bank (Class A),Rastriya Banijya Bank,11002590,Surkhet,Birendranagar,2020-09-20,6,birendranagar,birendranagar,81.6208,28.59019
1720,Commercial Bank (Class A),Rastriya Banijya Bank,11002591,Baglung,Sherabazar,2020-10-19,1,jaimuni,jaimuni,83.613599,28.182203
1721,Commercial Bank (Class A),Rastriya Banijya Bank,11002592,Dhading,Netrawati,2020-12-13,3,netrawati dabjong,netrawati dabjong,84.995213,27.982431
1722,Commercial Bank (Class A),Rastriya Banijya Bank,11002593,Lalitpur,Bhaisepati,2020-12-13,18,lalitpur,lalitpur,85.31678,27.67655
1723,Commercial Bank (Class A),Rastriya Banijya Bank,11002594,Kathmandu,Swayambho,2020-12-13,15,kathmandu,kathmandu,85.312068,27.698732
1724,Commercial Bank (Class A),Nepal Bank Limited,11001381,Dolakha,"Extension Counter, DAO, Charikot",2021-01-20,6,bhimeshwor,bhimeshwor,86.049308,27.672376
1725,Commercial Bank (Class A),Nepal Bank Limited,11001382,Terhathum,Extension counter  Myanglung Municipality,2021-01-25,2,myanglung,myanglung,87.53647,27.11974
1726,Commercial Bank (Class A),Nepal Bank Limited,11001383,Kathmandu,"Extencion Counter, Rastriya Bima Sansthan, Ramshahpath",2021-02-14,11,kathmandu,kathmandu,85.312068,27.698732
1727,Commercial Bank (Class A),Nepal Bank Limited,11001384,Dailekh,Dailekh,2021-03-01,1,narayan,narayan,81.725085,28.85848
1728,Commercial Bank (Class A),Nepal Bank Limited,11001385,Kathmandu,"Extension Counter, Aayurveda Chikitsalaya, Nardevi",2021-04-22,12,kathmandu,kathmandu,85.312068,27.698732
1729,Commercial Bank (Class A),Nepal Bank Limited,11001386,Banke,"Extension Counter, Mahendra Multiple Campus, Nepalgunj",2021-04-27,13,nepalganj,nepalganj,81.618447,28.06056
1730,Commercial Bank (Class A),Nepal Bank Limited,11001387,Kathmandu,Kandaghari Branch,2021-04-27,9,kageshwori manahara,kageshwori manahara,85.414023,27.726629
1731,Commercial Bank (Class A),Nepal Bank Limited,11001388,Kathmandu,Kalanki Branch,2021-04-28,14,kathmandu,kathmandu,85.312068,27.698732
1732,Commercial Bank (Class A),Nepal Bank Limited,11001389,Kailali,Sudurpaschim Province Office,2021-03-21,4,dhangadhi,dhangadhi,80.58458,28.707
1733,Commercial Bank (Class A),Nepal Bank Limited,11001390,Achham,Sanfebagar Branch,2021-07-14,3,sanphebagar,sanphebagar,81.222165,29.210289
1734,Commercial Bank (Class A),Nepal Bank Limited,11001391,Bhaktapur,"Extension Counter, Dudhpati Bhaktapur",2021-08-06,17,bhaktapur,bhaktapur,85.436882,27.677396
1735,Commercial Bank (Class A),Nepal Bank Limited,11001392,Kaski,Amarsinghchowk Branch,2021-07-28,10,pokhara,pokhara,83.986254,28.2181
1736,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004244,Morang,Province 1 regional Office,2023-01-11,7,biratnagar,biratnagar,87.2823671,26.4653491
1737,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004245,Parsa,Province 2 Regional Office,2023-01-11,6,birgunj,birgunj,84.87029,27.01207
1738,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004246,Kathmandu,Province 3 Regional Office,2023-01-11,17,kathmandu,kathmandu,85.312068,27.698732
1739,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004247,Kaski,Province 4 Regional Office,2023-01-11,4,pokhara,pokhara,83.986254,28.2181
1740,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004248,Rupandehi,Province 5 Regional Office,2023-01-11,9,butwal,butwal,83.464738,27.70825
1741,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004249,Surkhet,Province 6 Regional Office,2023-01-11,6,birendranagar,birendranagar,81.6208,28.59019
1742,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004250,Kathmandu,Thulo Bharyang Extension Counter,2023-01-11,3,nagarjun,nagarjun,85.26863,27.717836
1743,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004251,Lalitpur,Imadol Branch ,2023-01-11,1,mahalaxmi,mahalaxmi,87.31886,27.112866
1744,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004251,Lalitpur,Imadol Branch ,2023-01-11,1,mahalaxmi,mahalaxmi,85.34812,27.657196
1745,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004252,Kathmandu,Baniyatar Branch,2023-01-11,11,tokha,tokha,85.32698,27.74533
1746,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004253,Lalitpur,Thaiba Branch,2023-01-11,14,godawari,godawari,85.326869,27.604159
1747,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004253,Lalitpur,Thaiba Branch,2023-01-11,14,godawari,godawari,80.55223,28.804124
1748,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004254,Kavrepalanchok,Banepa Branch,2023-01-11,7,banepa,banepa,85.52038,27.62995
1749,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004255,Kathmandu,Hattigauda Branch,2023-01-11,6,budhanilkhantha,budhanilkhantha,85.348804,27.755046
1750,Commercial Bank (Class A),Himalayan Bank Limited,11006217,Makwanpur,Harnanadi Extension Counter,2023-02-24,18,hetauda,hetauda,85.038319,27.433546
1751,Commercial Bank (Class A),Himalayan Bank Limited,11006218,Morang,Biratchowk Extension Counter,2023-02-24,9,sundarharaicha,sundarharaicha,87.3464195,26.6600984
1752,Commercial Bank (Class A),Himalayan Bank Limited,11006219,Taplejung,Sinam Extension Counter,2023-02-24,1,sirijanga,sirijanga,87.88718,27.38538
1753,Commercial Bank (Class A),Himalayan Bank Limited,11006220,Okhaldhunga,Okhaldhunga Extension Counter,2023-02-24,11,siddhicharan,siddhicharan,86.50224,27.319501
1754,Commercial Bank (Class A),Himalayan Bank Limited,11006221,Kapilbastu,Taulihawa Extension Counter,2023-02-24,1,kapilbastu,kapilbastu,83.0476,27.54481
1755,Commercial Bank (Class A),Himalayan Bank Limited,11006222,Kanchanpur,Mahendranagar Branch,2023-02-24,4,bhimdatta,bhimdatta,80.179571,28.968884
1756,Commercial Bank (Class A),Himalayan Bank Limited,11006223,Okhaldhunga,Rumjatar Extension Counter,2023-02-24,4,siddhicharan,siddhicharan,86.50224,27.319501
1757,Commercial Bank (Class A),Himalayan Bank Limited,11006224,Morang,Gachhiya Extension Counter,2023-02-24,3,sundarharaicha,sundarharaicha,87.3464195,26.6600984
1758,Commercial Bank (Class A),Himalayan Bank Limited,11006225,Ilam,Fikkal Extension Counter,2023-02-24,10,suryodaya,suryodaya,88.06562,26.8958
1759,Commercial Bank (Class A),Everest Bank Limited,11009077,Rautahat,GARUDA BRANCH,2017-12-19,4,garuda,garuda,85.30607,26.94713
1760,Commercial Bank (Class A),Everest Bank Limited,11009078,Kathmandu,HEAD OFFICE,1992-11-16,3,kathmandu,kathmandu,85.312068,27.698732
1761,Commercial Bank (Class A),Everest Bank Limited,11009079,Kavrepalanchok,BANEPA BRANCH,2018-02-22,7,banepa,banepa,85.52038,27.62995
1762,Commercial Bank (Class A),Everest Bank Limited,11009080,Kailali,BAUNIYA BRANCH               ,2018-02-28,2,bardagoriya,bardagoriya,81.047799,28.663532
