,type,name,code,district,branch_name,date,ward,local_level,Name_Of_Palika_English,X,Y
1763,Commercial Bank (Class A),Everest Bank Limited,11009081,Nuwakot,BATTAR BRANCH                ,2018-02-25,2,bidur,bidur,85.14125,27.91147
1764,Commercial Bank (Class A),Everest Bank Limited,11009082,Nawalparasi East,KAWASOTI BRANCH              ,2018-03-04,3,kawasoti,kawasoti,84.126295,27.645785
1765,Commercial Bank (Class A),Everest Bank Limited,11009083,Okhaldhunga,OKHALDHUNGA BRANCH           ,2018-03-02,11,siddhicharan,siddhicharan,86.50224,27.319501
1766,Commercial Bank (Class A),Everest Bank Limited,11009084,Bara,KALAIYA BRANCH               ,2018-03-04,4,kalaiya,kalaiya,85.00194,27.02837
1767,Commercial Bank (Class A),Everest Bank Limited,11009085,Kaski,AMARSINGH CHOWK BRANCH       ,2018-02-26,10,pokhara,pokhara,83.986254,28.2181
1768,Commercial Bank (Class A),Everest Bank Limited,11009086,Siraha,MIRCHAIYA BRANCH             ,2018-03-04,5,mirchaiya,mirchaiya,86.24258,26.82265
1769,Commercial Bank (Class A),Everest Bank Limited,11009087,Kathmandu,SITAPAILA BRANCH             ,2018-03-11,4,nagarjun,nagarjun,85.26863,27.717836
1770,Commercial Bank (Class A),Everest Bank Limited,11009088,Chitawan,TANDI BRANCH                 ,2018-03-02,2,ratnanagar,ratnanagar,84.507994,27.623502
1771,Commercial Bank (Class A),Everest Bank Limited,11009089,Doti,DIPAYAL BRANCH               ,2018-03-09,4,dipayal silgadhi,dipayal silgadhi,80.985858,29.266414
1772,Commercial Bank (Class A),Nepal SBI Bank Limited,11007076,Siraha,Mirchaiya,2017-08-25,6,mirchaiya,mirchaiya,86.24258,26.82265
1773,Commercial Bank (Class A),Nepal SBI Bank Limited,11007077,Saptari,Rajbiraj,2017-08-25,8,rajbiraj,rajbiraj,86.74786,26.54039
1774,Commercial Bank (Class A),Nepal SBI Bank Limited,11007078,Bara,Simara,2017-08-25,2,jitpur simara,jitpur simara,84.95603,27.12989
1775,Commercial Bank (Class A),Nepal SBI Bank Limited,11007079,Bhojpur,Bhojpur,2018-03-11,7,bhojpur,bhojpur,87.04593,27.17043
1776,Commercial Bank (Class A),Nepal SBI Bank Limited,11007081,Dailekh,Chamunda Branch,2018-07-15,5,chamunda bindrasaini,chamunda bindrasaini,81.54293,28.94205
1777,Commercial Bank (Class A),Nepal SBI Bank Limited,11007082,Sankhuwasabha,Dharmadevi Branch,2018-07-15,3,dharmadevi,dharmadevi,87.38053,27.213762
1778,Commercial Bank (Class A),Nepal SBI Bank Limited,11007083,Pyuthan,Gaumukhi Branch,2018-07-15,5,gaumukhi,gaumukhi,82.9760877,28.2386826
1779,Commercial Bank (Class A),Nepal SBI Bank Limited,11007084,Okhaldhunga,Likhu,2018-08-17,4,likhu,likhu,86.24067,27.377722
1780,Commercial Bank (Class A),Nepal SBI Bank Limited,11007084,Okhaldhunga,Likhu,2018-08-17,4,likhu,likhu,85.23727,27.89045
1781,Commercial Bank (Class A),Nepal SBI Bank Limited,11007085,Khotang,Sakela,2018-11-04,4,sakela,sakela,86.82696,27.160254
1782,Commercial Bank (Class A),Nepal SBI Bank Limited,11007086,Nuwakot,Panchakanya ,2018-11-16,2,panchakanya,panchakanya,85.333804,27.884416
1783,Commercial Bank (Class A),Nepal SBI Bank Limited,11007087,Baitadi,Shivanath,2018-11-16,6,shivanath,shivanath,80.351402,29.398383
1784,Commercial Bank (Class A),Nepal SBI Bank Limited,11007088,Dadeldhura,Ganyapdhura,2019-01-14,2,ganyapdhura,ganyapdhura,80.678529,29.276604
1785,Commercial Bank (Class A),Machhapuchchhre Bank Limited,11014057,Dang,Ghorahi,2013-06-19,11,ghorahi,ghorahi,82.48189,28.03517
1786,Commercial Bank (Class A),Machhapuchchhre Bank Limited,11014058,Syangja,Putalibazar,2013-06-09,1,putalibazar,putalibazar,83.874795,28.097914
1787,Commercial Bank (Class A),Machhapuchchhre Bank Limited,11014059,Dhanusa,Sakhuwa Mahendranagar,2014-02-04,5,chhireshwornath,chhireshwornath,85.96333,26.86273
1788,Commercial Bank (Class A),Machhapuchchhre Bank Limited,11014060,Mahottari,Matihani,2015-02-26,8,matihani,matihani,85.85105,26.64721
1789,Commercial Bank (Class A),Machhapuchchhre Bank Limited,11014061,Jhapa,Damak,2017-07-31,5,damak,damak,87.70319,26.66924
1790,Commercial Bank (Class A),Machhapuchchhre Bank Limited,11014062,Siraha,Lahan,2017-07-31,4,lahan,lahan,86.48085,26.72143
1791,Commercial Bank (Class A),Machhapuchchhre Bank Limited,11014063,Mahottari,Bardibas,2017-07-31,1,bardibas,bardibas,85.88814,26.9863
1792,Commercial Bank (Class A),Machhapuchchhre Bank Limited,11014064,Surkhet,Surkhet,2017-07-31,6,birendranagar,birendranagar,81.6208,28.59019
1793,Commercial Bank (Class A),Machhapuchchhre Bank Limited,11014065,Kanchanpur,Mahendranagar,2017-07-31,4,bhimdatta,bhimdatta,80.179571,28.968884
1794,Commercial Bank (Class A),Machhapuchchhre Bank Limited,11014066,Banke,Kohalpur,2017-07-31,11,kohalpur,kohalpur,81.689699,28.20033
1795,Commercial Bank (Class A),Machhapuchchhre Bank Limited,11014070,Khotang,Halesi,2018-05-14,7,halesi tuwachung,halesi tuwachung,86.54787,27.189705
1796,Commercial Bank (Class A),Machhapuchchhre Bank Limited,11014071,Dhanusa,Ganeshman Charnath,2018-05-14,4,ganeshman charnath,ganeshman charnath,86.079353,26.8948563
1797,Commercial Bank (Class A),Machhapuchchhre Bank Limited,11014072,Mugu,Khatyad,2018-05-14,4,khatyad,khatyad,81.8918,29.5031
1798,Commercial Bank (Class A),Siddhartha Bank Limited,11017038,Sunsari,Dharan,2010-12-15,5,dharan,dharan,87.2828314,26.8166476
1799,Commercial Bank (Class A),Siddhartha Bank Limited,11017039,Kapilbastu,Krishnanagar,2010-12-15,2,krishnanagar,krishnanagar,82.79469,27.50846
1800,Commercial Bank (Class A),Siddhartha Bank Limited,11017040,Solukhumbu,Namche Bazaar,2011-05-26,3,khumbu pasanglhamu,khumbu pasanglhamu,86.71739,27.696334
1801,Commercial Bank (Class A),Siddhartha Bank Limited,11017041,Dailekh,Dailekh,2011-11-14,1,narayan,narayan,81.725085,28.85848
1802,Commercial Bank (Class A),Siddhartha Bank Limited,11017042,Bara,Kalaiya,2012-12-06,8,kalaiya,kalaiya,85.00194,27.02837
1803,Commercial Bank (Class A),Siddhartha Bank Limited,11017043,Sunsari,ITAHARI,2014-02-09,1,itahari,itahari,87.27703,26.66351
1804,Commercial Bank (Class A),Siddhartha Bank Limited,11017044,Jhapa,BIRTAMOD,2014-02-09,4,birtamod,birtamod,87.9887249,26.6254248
1805,Commercial Bank (Class A),Siddhartha Bank Limited,11017045,Dadeldhura,DADELHURA,2014-05-23,5,amargadhi,amargadhi,80.583114,29.282649
1806,Commercial Bank (Class A),Siddhartha Bank Limited,11017047,Bara,Simara,2015-07-23,2,jitpur simara,jitpur simara,84.95603,27.12989
1807,Commercial Bank (Class A),Siddhartha Bank Limited,11017048,Nawalparasi West,Parasi,2015-07-23,5,ramgram,ramgram,83.6731,27.53037
1808,Commercial Bank (Class A),Siddhartha Bank Limited,11017049,Kailali,Bauniya Branch,2015-07-23,9,bardagoriya,bardagoriya,81.047799,28.663532
1809,Commercial Bank (Class A),Siddhartha Bank Limited,11017051,Banke,Kohalpur,2015-07-26,11,kohalpur,kohalpur,81.689699,28.20033
1810,Commercial Bank (Class A),Siddhartha Bank Limited,11017052,Dhanusa,Kshireshwar,2016-02-25,5,chhireshwornath,chhireshwornath,85.96333,26.86273
1811,Commercial Bank (Class A),Laxmi Bank Limited,11016044,Dang,Lamahi,2015-04-10,5,lamahi,lamahi,82.52623,27.86831
1812,Commercial Bank (Class A),Laxmi Bank Limited,11016045,Mahottari,Jaleshwor,2015-04-21,2,jaleshwor,jaleshwor,85.79778,26.652446
1813,Commercial Bank (Class A),Laxmi Bank Limited,11016046,Siraha,Lahan,2015-07-07,1,lahan,lahan,86.48085,26.72143
1814,Commercial Bank (Class A),Laxmi Bank Limited,11016047,Makwanpur,Hetauda,2015-04-21,4,hetauda,hetauda,85.038319,27.433546
1815,Commercial Bank (Class A),Laxmi Bank Limited,11016048,Kathmandu,Samakhushi,2015-08-18,4,tokha,tokha,85.32698,27.74533
1816,Commercial Bank (Class A),Laxmi Bank Limited,11016049,Kathmandu,Khusibu,2015-11-22,17,kathmandu,kathmandu,85.312068,27.698732
1817,Commercial Bank (Class A),Laxmi Bank Limited,11016050,Kathmandu,Kalanki,2016-03-11,13,kathmandu,kathmandu,85.312068,27.698732
1818,Commercial Bank (Class A),Laxmi Bank Limited,11016051,Kanchanpur,Mahendranagar,2016-03-29,4,bhimdatta,bhimdatta,80.179571,28.968884
1819,Commercial Bank (Class A),Laxmi Bank Limited,11016052,Surkhet,Surkhet,2016-03-29,3,birendranagar,birendranagar,81.6208,28.59019
1820,Commercial Bank (Class A),Laxmi Bank Limited,11016053,Dadeldhura,Dadeldhura,2016-05-09,5,amargadhi,amargadhi,80.583114,29.282649
1821,Commercial Bank (Class A),Laxmi Bank Limited,11016054,Rukum West,Chaurjahari,2016-08-29,1,chaurjahari,chaurjahari,82.210009,28.65357
1822,Commercial Bank (Class A),NIC ASIA Bank Limited,11012055,Kathmandu,Bagbazar,2009-05-27,30,kathmandu,kathmandu,85.312068,27.698732
1823,Commercial Bank (Class A),NIC ASIA Bank Limited,11012056,Banke,Nepalgunj,2009-06-08,16,nepalganj,nepalganj,81.618447,28.06056
1824,Commercial Bank (Class A),NIC ASIA Bank Limited,11012057,Bhaktapur,Kaushaltar,2009-07-01,7,madhyapur thimi,madhyapur thimi,85.389758,27.683695
1825,Commercial Bank (Class A),NIC ASIA Bank Limited,11012058,Parsa,Birgunj,2009-10-14,13,birgunj,birgunj,84.87029,27.01207
1826,Commercial Bank (Class A),NIC ASIA Bank Limited,11012059,Sunsari,Dharan Main Branch,2010-02-10,10,dharan,dharan,87.2828314,26.8166476
1827,Commercial Bank (Class A),NIC ASIA Bank Limited,11012060,Kanchanpur,Mahendranagar,2010-03-11,4,bhimdatta,bhimdatta,80.179571,28.968884
1828,Commercial Bank (Class A),NIC ASIA Bank Limited,11012061,Kailali,Dhangadhi,2010-03-12,5,dhangadhi,dhangadhi,80.58458,28.707
1829,Commercial Bank (Class A),NIC ASIA Bank Limited,11012062,Lalitpur,Gwarko,2010-03-22,6,lalitpur,lalitpur,85.31678,27.67655
1830,Commercial Bank (Class A),NIC ASIA Bank Limited,11012063,Lalitpur,Khumaltar,2010-03-22,5,lalitpur,lalitpur,85.31678,27.67655
1831,Commercial Bank (Class A),NIC ASIA Bank Limited,11012064,Kathmandu,Sukedhara,2010-04-26,4,kathmandu,kathmandu,85.312068,27.698732
1832,Commercial Bank (Class A),NIC ASIA Bank Limited,11012065,Kathmandu,Dillibazar,2010-04-26,30,kathmandu,kathmandu,85.312068,27.698732
1833,Commercial Bank (Class A),NIC ASIA Bank Limited,11012100,Kathmandu,Balaju,2014-06-01,7,kathmandu,kathmandu,85.312068,27.698732
1834,Commercial Bank (Class A),NIC ASIA Bank Limited,11012101,Morang,Biratchowk,2014-06-01,3,sundarharaicha,sundarharaicha,87.3464195,26.6600984
1835,Commercial Bank (Class A),Kumari Bank Limited,11015049,Makwanpur,Hetauda,2009-09-19,4,hetauda,hetauda,85.038319,27.433546
1836,Commercial Bank (Class A),Kumari Bank Limited,11015050,Kathmandu,KALIMATI,2010-02-10,13,kathmandu,kathmandu,85.312068,27.698732
1837,Commercial Bank (Class A),Kumari Bank Limited,11015051,Kathmandu,SANOBHARYANG,2010-05-28,6,kathmandu,kathmandu,85.312068,27.698732
1838,Commercial Bank (Class A),Kumari Bank Limited,11015053,Lalitpur,MANGAL BAZAR,2010-10-11,18,lalitpur,lalitpur,85.31678,27.67655
1839,Commercial Bank (Class A),Kumari Bank Limited,11015054,Kathmandu,GOLFUTAR,2010-11-13,1,budhanilkhantha,budhanilkhantha,85.348804,27.755046
1840,Commercial Bank (Class A),Kumari Bank Limited,11015055,Morang,PATHARI,2010-11-13,1,pathari shanishchare,pathari shanishchare,87.558965,26.659833
1841,Commercial Bank (Class A),Kumari Bank Limited,11015056,Kathmandu,THAMEL,2012-04-13,29,kathmandu,kathmandu,85.312068,27.698732
1842,Commercial Bank (Class A),Kumari Bank Limited,11015057,Rupandehi,SUKRAPATH,1995-04-03,10,butwal,butwal,83.464738,27.70825
1843,Commercial Bank (Class A),Kumari Bank Limited,11015058,Palpa,PALPA,1997-04-08,4,tansen,tansen,83.548699,27.8658
1844,Commercial Bank (Class A),Kumari Bank Limited,11015059,Kaski,Lakeside Branch,1998-08-11,6,pokhara,pokhara,83.986254,28.2181
1845,Commercial Bank (Class A),Kumari Bank Limited,11015060,Kathmandu,NAXAL,2005-08-31,1,kathmandu,kathmandu,85.312068,27.698732
1846,Commercial Bank (Class A),Kumari Bank Limited,11015061,Syangja,SYANGJA,2000-07-16,1,putalibazar,putalibazar,83.874795,28.097914
1847,Commercial Bank (Class A),Kumari Bank Limited,11015062,Dang,Narayanpur,2010-04-13,10,tulsipur,tulsipur,82.298305,28.1311
1848,Commercial Bank (Class A),Rastriya Banijya Bank,11002595,Rolpa,Rolpa,2021-02-03,4,rolpa,rolpa,82.636336,28.30448
1849,Commercial Bank (Class A),Rastriya Banijya Bank,11002596,Manang,Chame,2021-02-28,4,chame,chame,84.239227,28.553475
1850,Commercial Bank (Class A),Rastriya Banijya Bank,11002597,Pyuthan,Pyuthan,2021-09-26,4,mallarani,mallarani,82.88264,28.09118
1851,Commercial Bank (Class A),Rastriya Banijya Bank,11002598,Sindhupalchok,Chautara,2021-09-29,5,choutara sangachowkgadhi,choutara sangachowkgadhi,85.712088,27.77848
1852,Commercial Bank (Class A),Rastriya Banijya Bank,11002599,Kathmandu,Balambu,2021-09-29,12,chandragiri,chandragiri,85.242607,27.693198
1853,Commercial Bank (Class A),Rastriya Banijya Bank,11002600,Kathmandu,Thali,2021-09-30,5,kageshwori manahara,kageshwori manahara,85.414023,27.726629
1854,Commercial Bank (Class A),Rastriya Banijya Bank,11002601,Lalitpur,Thaiba,2021-09-30,14,godawari,godawari,85.326869,27.604159
1855,Commercial Bank (Class A),Rastriya Banijya Bank,11002601,Lalitpur,Thaiba,2021-09-30,14,godawari,godawari,80.55223,28.804124
1856,Commercial Bank (Class A),Rastriya Banijya Bank,11002602,Bhaktapur,Kamalbinayak,2021-10-03,9,bhaktapur,bhaktapur,85.436882,27.677396
1857,Commercial Bank (Class A),Rastriya Banijya Bank,11002603,Chitawan,Madi,2021-10-03,1,madi,madi,87.35446,27.260015
1858,Commercial Bank (Class A),Rastriya Banijya Bank,11002603,Chitawan,Madi,2021-10-03,1,madi,madi,84.318402,27.455156
1859,Commercial Bank (Class A),Rastriya Banijya Bank,11002603,Chitawan,Madi,2021-10-03,1,madi,madi,84.100756,28.255821
1860,Commercial Bank (Class A),Rastriya Banijya Bank,11002603,Chitawan,Madi,2021-10-03,1,madi,madi,82.5072769,28.3893672
1861,Commercial Bank (Class A),Rastriya Banijya Bank,11002604,Sarlahi,Bayalbas,2021-10-20,6,ishworpur,ishworpur,85.65353,27.00083
1862,Commercial Bank (Class A),Rastriya Banijya Bank,11002605,Salyan,Salyan,2021-10-31,2,sharada,sharada,82.18831,28.39352
1863,Commercial Bank (Class A),Rastriya Banijya Bank,11002606,Khotang,Rawabesi,2021-12-21,1,rawa besi,rawa besi,86.70889,27.271369
1864,Commercial Bank (Class A),Nepal Bank Limited,11001393,Lamjung,Duipiple Branch,2021-07-29,4,madhya nepal,madhya nepal,84.238,28.15499
1865,Commercial Bank (Class A),Nepal Bank Limited,11001394,Lalitpur,"Extension Counter, Lalitpur Metropolitan City Office(Periphery)",2021-08-09,3,lalitpur,lalitpur,85.31678,27.67655
1866,Commercial Bank (Class A),Nepal Bank Limited,11001395,Darchula,Darchula Branch,2021-08-11,9,shailyashikhar,shailyashikhar,80.546492,29.672175
1867,Commercial Bank (Class A),Nepal Bank Limited,11001396,Nawalparasi East,Chormara Branch,2021-10-06,7,madhya bindu,madhya bindu,84.015695,27.61682
1868,Commercial Bank (Class A),Nepal Bank Limited,11001397,Sunsari,"Extension Counter, Mahendra Multiple Campus,Dharan",2021-10-10,10,dharan,dharan,87.2828314,26.8166476
1869,Commercial Bank (Class A),Nepal Bank Limited,11001398,Siraha,Mirchaiya Branch,2021-10-20,6,mirchaiya,mirchaiya,86.24258,26.82265
1870,Commercial Bank (Class A),Nepal Bank Limited,11001399,Dolakha,"Extension Counter, Bhimeshwor Municipal Office",2022-03-10,3,bhimeshwor,bhimeshwor,86.049308,27.672376
1871,Commercial Bank (Class A),Nepal Bank Limited,11001400,Kathmandu,"Extension Counter, Chobhar Dry Port",2022-04-05,6,kirtipur,kirtipur,85.272651,27.682113
1872,Commercial Bank (Class A),Nepal Bank Limited,11001401,Kathmandu,Raniban Branch,2022-05-25,1,nagarjun,nagarjun,85.26863,27.717836
1873,Commercial Bank (Class A),Nepal Bank Limited,11001402,Kathmandu,Purano Baneshwor Branch,2022-05-25,9,kathmandu,kathmandu,85.312068,27.698732
1874,Commercial Bank (Class A),Nepal Bank Limited,11001403,Kathmandu,Sitapaila Branch,2022-05-25,15,kathmandu,kathmandu,85.312068,27.698732
1875,Commercial Bank (Class A),Nepal Bank Limited,11001404,Kathmandu,Greenland Branch,2022-05-25,6,tokha,tokha,85.32698,27.74533
1876,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004256,Bhaktapur,Balkot Branch,2023-01-11,2,suryabinayak,suryabinayak,85.402867,27.667326
1877,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004257,Kathmandu,Khusibun Branch,2023-01-11,17,kathmandu,kathmandu,85.312068,27.698732
1878,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004258,Sunsari,Inaruwa Branch,2023-01-11,1,inaruwa,inaruwa,87.14953,26.600706
1879,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004259,Dang,Tulsipur Extension Counter,2023-01-11,5,tulsipur,tulsipur,82.298305,28.1311
1880,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004260,Bhaktapur,Gamcha Extension Counter,2023-01-11,4,suryabinayak,suryabinayak,85.402867,27.667326
1881,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004261,Lalitpur,Sunakothi Extension Counter,2023-01-11,26,lalitpur,lalitpur,85.31678,27.67655
1882,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004262,Kathmandu,Jhor Extension Counter,2023-01-11,1,tokha,tokha,85.32698,27.74533
1883,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004263,Bhaktapur,Kamalbinayak Extension Counter,2023-01-11,9,bhaktapur,bhaktapur,85.436882,27.677396
1884,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004264,Kathmandu,Kavresthali Extension Counter,2023-01-11,2,tarakeshwor,tarakeshwor,85.300793,27.764742
1885,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004264,Kathmandu,Kavresthali Extension Counter,2023-01-11,2,tarakeshwor,tarakeshwor,85.028455,27.914209
1886,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004265,Kathmandu,Pasikot Extension Counter,2023-01-11,4,budhanilkhantha,budhanilkhantha,85.348804,27.755046
1887,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004266,Kathmandu,Minbhawan Extension Counter,2023-01-11,31,kathmandu,kathmandu,85.312068,27.698732
1888,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004267,Lalitpur,Dhapakhel Extension Counter,2023-01-11,23,lalitpur,lalitpur,85.31678,27.67655
1889,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004268,Kaski,Chipledhunga Branch,2023-01-11,4,pokhara,pokhara,83.986254,28.2181
1890,Commercial Bank (Class A),Everest Bank Limited,11009090,Bajhang,SURMA BRANCH,2018-07-11,1,surma,surma,81.110586,29.640167
1891,Commercial Bank (Class A),Everest Bank Limited,11009091,Bajhang,TALKOT BRANCH,2018-07-11,5,talkot,talkot,81.294559,29.660482
1892,Commercial Bank (Class A),Everest Bank Limited,11009092,Sunsari,DHARAN BRANCH,2019-02-03,1,dharan,dharan,87.2828314,26.8166476
1893,Commercial Bank (Class A),Everest Bank Limited,11009093,Kathmandu,NAXAL BRANCH,2019-02-03,1,kathmandu,kathmandu,85.312068,27.698732
1894,Commercial Bank (Class A),Everest Bank Limited,11009094,Kathmandu,JADIBUTI BRANCH,2019-02-03,30,kathmandu,kathmandu,85.312068,27.698732
1895,Commercial Bank (Class A),Everest Bank Limited,11009095,Solukhumbu,MAHAKULUNG BRANCH,2019-03-26,1,mahakulung,mahakulung,86.86716,27.526807
1896,Commercial Bank (Class A),Everest Bank Limited,11009096,Sankhuwasabha,SILICHONG BRANCH,2019-04-16,6,silichong,silichong,87.17393,27.499202
1897,Commercial Bank (Class A),Everest Bank Limited,11009097,Morang,PROV 1 REG OFF,2018-12-16,6,biratnagar,biratnagar,87.2823671,26.4653491
1898,Commercial Bank (Class A),Everest Bank Limited,11009098,Parsa,PROV 2 REG OFF,2018-12-16,10,birgunj,birgunj,84.87029,27.01207
1899,Commercial Bank (Class A),Everest Bank Limited,11009099,Kathmandu,PROV 3 REG OFF,2019-01-14,29,kathmandu,kathmandu,85.312068,27.698732
1900,Commercial Bank (Class A),Everest Bank Limited,11009100,Kaski,PROV 4 REG OFF,2018-12-16,10,pokhara,pokhara,83.986254,28.2181
1901,Commercial Bank (Class A),Nepal SBI Bank Limited,11007089,Rupandehi,DSB Butwal,2019-01-22,2,butwal,butwal,83.464738,27.70825
1902,Commercial Bank (Class A),Nepal SBI Bank Limited,11007090,Chitawan,DSB Bharatpur,2019-01-21,4,bharatpur,bharatpur,84.428535,27.689185
1903,Commercial Bank (Class A),Nepal SBI Bank Limited,11007091,Dhading,Gangajamuna,2019-04-05,5,ganga jamuna,ganga jamuna,84.920962,28.062838
1904,Commercial Bank (Class A),Nepal SBI Bank Limited,11007092,Kavrepalanchok,Khanikhola,2019-04-05,5,khanikhola,khanikhola,85.484056,27.393317
1905,Commercial Bank (Class A),Nepal SBI Bank Limited,11007093,Udayapur,Limchungbung ,2019-04-05,3,limchungbung,limchungbung,86.622528,27.093772
1906,Commercial Bank (Class A),Nepal SBI Bank Limited,11007094,Sindhuli,Ghyanglekh,2019-04-05,2,ghyanglekha,ghyanglekha,85.811982,27.319748
1907,Commercial Bank (Class A),Nepal SBI Bank Limited,11007095,Saptari,Rajgadh,2019-04-05,2,rajgadh,rajgadh,86.665472,26.492972
